"ac.type","season","count.In","count.Out","average.temp.In","std.dev.temp.In","min.temp.In","max.temp.In","average.temp.Out","std.dev.temp.Out","min.temp.Out","max.temp.Out","average.RH.In","std.dev.RH.In","min.RH.In","max.RH.In","average.RH.Out","std.dev.RH.Out","min.RH.Out","max.RH.Out"
"Central","Summer",13,12,22.5195387609703,1.90426581204144,16.6495468277946,24.0244604316547,27.0169144136238,2.68733475576623,22.4171821305842,31.7930921052632,43.3907712191568,5.82694396435695,34.6752577319588,56.0039274924471,39.1761356280711,13.592030507424,24.6264604810997,66.291726618705
"Central","Winter",6,6,19.2400696148697,0.758992598465391,18.2215277777778,20.1030927835052,0.671620907326591,2.59554909241194,-1.83868613138686,5.45248226950355,33.1758607143381,6.01270898673569,27.4337883959044,42.1264604810997,63.4914387889951,8.44937634992982,50.5541379310345,74.0788321167883
"Evap","Summer",6,6,22.8730917131839,2.15728932457371,20.9961805555556,25.8195729537367,25.9370547667918,3.54688049945138,22.1756944444444,31.8839160839161,44.3687463434594,9.97837490186096,31.2480701754386,57.0624137931034,31.8983944835558,12.023021468681,17.6395104895105,47.9996527777778
"Evap","Winter",5,5,20.3333081986507,0.911028386461816,18.9472602739726,21.4587412587413,3.8573316257357,4.23889647717762,0.193006993006993,10.9555944055944,23.9536096437809,4.79609807723108,19.5597902097902,31.3825174825175,50.540546420388,21.0434466390573,25.3534965034965,72.5708333333333
