"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"11/07/2023","AQS","490494001","2","0.036","ppm","33","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/08/2023","AQS","490494001","2","0.035","ppm","32","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/09/2023","AQS","490494001","2","0.028","ppm","26","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/10/2023","AQS","490494001","2","0.029","ppm","27","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/11/2023","AQS","490494001","2","0.031","ppm","29","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/12/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/13/2023","AQS","490494001","2","0.036","ppm","33","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/14/2023","AQS","490494001","2","0.045","ppm","42","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/15/2023","AQS","490494001","2","0.042","ppm","39","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/16/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/17/2023","AQS","490494001","2","0.023","ppm","21","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/18/2023","AQS","490494001","2","0.033","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/19/2023","AQS","490494001","2","0.033","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/20/2023","AQS","490494001","2","0.021","ppm","19","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/21/2023","AQS","490494001","2","0.027","ppm","25","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/22/2023","AQS","490494001","2","0.021","ppm","19","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/23/2023","AQS","490494001","2","0.018","ppm","17","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/24/2023","AQS","490494001","2","0.015","ppm","14","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/25/2023","AQS","490494001","2","0.027","ppm","25","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/26/2023","AQS","490494001","2","0.027","ppm","25","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/27/2023","AQS","490494001","2","0.024","ppm","22","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/28/2023","AQS","490494001","2","0.023","ppm","21","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/29/2023","AQS","490494001","2","0.011","ppm","10","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/30/2023","AQS","490494001","2","0.007","ppm","6","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/01/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/02/2023","AQS","490494001","2","0.039","ppm","36","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/03/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/04/2023","AQS","490494001","2","0.017","ppm","16","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/05/2023","AQS","490494001","2","0.015","ppm","14","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/06/2023","AQS","490494001","2","0.03","ppm","28","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/07/2023","AQS","490494001","2","0.036","ppm","33","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/08/2023","AQS","490494001","2","0.037","ppm","34","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/09/2023","AQS","490494001","2","0.032","ppm","30","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/10/2023","AQS","490494001","2","0.03","ppm","28","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/11/2023","AQS","490494001","2","0.019","ppm","18","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/12/2023","AQS","490494001","2","0.017","ppm","16","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/13/2023","AQS","490494001","2","0.022","ppm","20","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/14/2023","AQS","490494001","2","0.019","ppm","18","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/15/2023","AQS","490494001","2","0.018","ppm","17","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/16/2023","AQS","490494001","2","0.02","ppm","19","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/17/2023","AQS","490494001","2","0.017","ppm","16","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/18/2023","AQS","490494001","2","0.008","ppm","7","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/19/2023","AQS","490494001","2","0.022","ppm","20","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/20/2023","AQS","490494001","2","0.022","ppm","20","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/21/2023","AQS","490494001","2","0.021","ppm","19","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/22/2023","AQS","490494001","2","0.019","ppm","18","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/23/2023","AQS","490494001","2","0.037","ppm","34","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/24/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/25/2023","AQS","490494001","2","0.032","ppm","30","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/26/2023","AQS","490494001","2","0.026","ppm","24","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/27/2023","AQS","490494001","2","0.028","ppm","26","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/28/2023","AQS","490494001","2","0.018","ppm","17","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/29/2023","AQS","490494001","2","0.015","ppm","14","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/30/2023","AQS","490494001","2","0.022","ppm","20","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"12/31/2023","AirNow","490494001","2","0.023","ppm","21","Lindon","19","79.0000","44201","Ozone","","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"01/01/2023","AQS","490495010","1","0.035","ppm","32","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/02/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/03/2023","AQS","490495010","1","0.033","ppm","31","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/04/2023","AQS","490495010","1","0.037","ppm","34","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/05/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/06/2023","AQS","490495010","1","0.025","ppm","23","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/07/2023","AQS","490495010","1","0.039","ppm","36","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/08/2023","AQS","490495010","1","0.037","ppm","34","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/09/2023","AQS","490495010","1","0.032","ppm","30","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/10/2023","AQS","490495010","1","0.04","ppm","37","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/11/2023","AQS","490495010","1","0.037","ppm","34","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/12/2023","AQS","490495010","1","0.035","ppm","32","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/13/2023","AQS","490495010","1","0.039","ppm","36","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/14/2023","AQS","490495010","1","0.037","ppm","34","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/15/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/16/2023","AQS","490495010","1","0.033","ppm","31","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/17/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/18/2023","AQS","490495010","1","0.034","ppm","31","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/19/2023","AQS","490495010","1","0.029","ppm","27","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/20/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/21/2023","AQS","490495010","1","0.035","ppm","32","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/22/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/23/2023","AQS","490495010","1","0.032","ppm","30","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/24/2023","AQS","490495010","1","0.035","ppm","32","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/25/2023","AQS","490495010","1","0.035","ppm","32","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/26/2023","AQS","490495010","1","0.037","ppm","34","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/27/2023","AQS","490495010","1","0.033","ppm","31","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/28/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/29/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/30/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"01/31/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/01/2023","AQS","490495010","1","0.039","ppm","36","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/02/2023","AQS","490495010","1","0.037","ppm","34","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/03/2023","AQS","490495010","1","0.035","ppm","32","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/04/2023","AQS","490495010","1","0.044","ppm","41","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/05/2023","AQS","490495010","1","0.041","ppm","38","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/06/2023","AQS","490495010","1","0.034","ppm","31","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/07/2023","AQS","490495010","1","0.036","ppm","33","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/08/2023","AQS","490495010","1","0.04","ppm","37","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/09/2023","AQS","490495010","1","0.04","ppm","37","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/10/2023","AQS","490495010","1","0.044","ppm","41","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/11/2023","AQS","490495010","1","0.04","ppm","37","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/12/2023","AQS","490495010","1","0.041","ppm","38","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/13/2023","AQS","490495010","1","0.039","ppm","36","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/14/2023","AQS","490495010","1","0.041","ppm","38","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/15/2023","AQS","490495010","1","0.04","ppm","37","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/16/2023","AQS","490495010","1","0.042","ppm","39","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/17/2023","AQS","490495010","1","0.041","ppm","38","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/18/2023","AQS","490495010","1","0.045","ppm","42","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/19/2023","AQS","490495010","1","0.047","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/20/2023","AQS","490495010","1","0.026","ppm","24","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/21/2023","AQS","490495010","1","0.042","ppm","39","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/22/2023","AQS","490495010","1","0.041","ppm","38","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/24/2023","AQS","490495010","1","0.045","ppm","42","Spanish Fork","14","82.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/25/2023","AQS","490495010","1","0.048","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/26/2023","AQS","490495010","1","0.054","ppm","50","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/27/2023","AQS","490495010","1","0.043","ppm","40","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"02/28/2023","AQS","490495010","1","0.045","ppm","42","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/01/2023","AQS","490495010","1","0.042","ppm","39","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/02/2023","AQS","490495010","1","0.046","ppm","43","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/03/2023","AQS","490495010","1","0.044","ppm","41","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/04/2023","AQS","490495010","1","0.047","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/05/2023","AQS","490495010","1","0.051","ppm","47","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/06/2023","AQS","490495010","1","0.052","ppm","48","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/07/2023","AQS","490495010","1","0.048","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/08/2023","AQS","490495010","1","0.049","ppm","45","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/09/2023","AQS","490495010","1","0.046","ppm","43","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/10/2023","AQS","490495010","1","0.045","ppm","42","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/11/2023","AQS","490495010","1","0.049","ppm","45","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/12/2023","AQS","490495010","1","0.041","ppm","38","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/13/2023","AQS","490495010","1","0.039","ppm","36","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/14/2023","AQS","490495010","1","0.042","ppm","39","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/15/2023","AQS","490495010","1","0.04","ppm","37","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/16/2023","AQS","490495010","1","0.05","ppm","46","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/17/2023","AQS","490495010","1","0.052","ppm","48","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/18/2023","AQS","490495010","1","0.049","ppm","45","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/19/2023","AQS","490495010","1","0.049","ppm","45","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/20/2023","AQS","490495010","1","0.041","ppm","38","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/21/2023","AQS","490495010","1","0.046","ppm","43","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/22/2023","AQS","490495010","1","0.052","ppm","48","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/23/2023","AQS","490495010","1","0.046","ppm","43","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/24/2023","AQS","490495010","1","0.048","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/25/2023","AQS","490495010","1","0.047","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/26/2023","AQS","490495010","1","0.047","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/27/2023","AQS","490495010","1","0.043","ppm","40","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/28/2023","AQS","490495010","1","0.048","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/29/2023","AQS","490495010","1","0.046","ppm","43","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/30/2023","AQS","490495010","1","0.051","ppm","47","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"03/31/2023","AQS","490495010","1","0.044","ppm","41","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/01/2023","AQS","490495010","1","0.048","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/02/2023","AQS","490495010","1","0.044","ppm","41","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/03/2023","AQS","490495010","1","0.047","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/04/2023","AQS","490495010","1","0.042","ppm","39","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/05/2023","AQS","490495010","1","0.047","ppm","44","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/06/2023","AQS","490495010","1","0.051","ppm","47","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/07/2023","AQS","490495010","1","0.05","ppm","46","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/08/2023","AQS","490495010","1","0.05","ppm","46","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/09/2023","AQS","490495010","1","0.05","ppm","46","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
"04/10/2023","AQS","490495010","1","0.054","ppm","50","Spanish Fork","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.136378","-111.657936"
