"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/30/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"05/31/2023","AQS","490494001","2","0.05","ppm","46","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/01/2023","AQS","490494001","2","0.051","ppm","47","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/02/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/03/2023","AQS","490494001","2","0.053","ppm","49","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/04/2023","AQS","490494001","2","0.062","ppm","74","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/05/2023","AQS","490494001","2","0.057","ppm","58","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/06/2023","AQS","490494001","2","0.051","ppm","47","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/07/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/08/2023","AQS","490494001","2","0.054","ppm","50","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/09/2023","AQS","490494001","2","0.06","ppm","67","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/10/2023","AQS","490494001","2","0.061","ppm","71","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/11/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/12/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/13/2023","AQS","490494001","2","0.059","ppm","64","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/14/2023","AQS","490494001","2","0.05","ppm","46","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/15/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/16/2023","AQS","490494001","2","0.065","ppm","84","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/17/2023","AQS","490494001","2","0.058","ppm","61","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/18/2023","AQS","490494001","2","0.056","ppm","54","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/19/2023","AQS","490494001","2","0.029","ppm","27","Lindon","13","76.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/20/2023","AQS","490494001","2","0.045","ppm","42","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/21/2023","AQS","490494001","2","0.056","ppm","54","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/22/2023","AQS","490494001","2","0.061","ppm","71","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/23/2023","AQS","490494001","2","0.061","ppm","71","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/24/2023","AQS","490494001","2","0.06","ppm","67","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/25/2023","AQS","490494001","2","0.062","ppm","74","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/26/2023","AQS","490494001","2","0.064","ppm","80","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/27/2023","AQS","490494001","2","0.058","ppm","61","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/28/2023","AQS","490494001","2","0.058","ppm","61","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/29/2023","AQS","490494001","2","0.065","ppm","84","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"06/30/2023","AQS","490494001","2","0.069","ppm","97","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/01/2023","AQS","490494001","2","0.063","ppm","77","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/02/2023","AQS","490494001","2","0.061","ppm","71","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/03/2023","AQS","490494001","2","0.054","ppm","50","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/04/2023","AQS","490494001","2","0.06","ppm","67","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/05/2023","AQS","490494001","2","0.064","ppm","80","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/06/2023","AQS","490494001","2","0.063","ppm","77","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/07/2023","AQS","490494001","2","0.06","ppm","67","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/08/2023","AQS","490494001","2","0.063","ppm","77","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/09/2023","AQS","490494001","2","0.062","ppm","74","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/11/2023","AQS","490494001","2","0.058","ppm","61","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/12/2023","AQS","490494001","2","0.052","ppm","48","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/13/2023","AQS","490494001","2","0.066","ppm","87","Lindon","13","76.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/14/2023","AQS","490494001","2","0.053","ppm","49","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/15/2023","AQS","490494001","2","0.062","ppm","74","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/18/2023","AQS","490494001","2","0.045","ppm","42","Lindon","15","88.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/20/2023","AQS","490494001","2","0.068","ppm","93","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/21/2023","AQS","490494001","2","0.065","ppm","84","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/22/2023","AQS","490494001","2","0.063","ppm","77","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/23/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/24/2023","AQS","490494001","2","0.05","ppm","46","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/25/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/26/2023","AQS","490494001","2","0.051","ppm","47","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/27/2023","AQS","490494001","2","0.053","ppm","49","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/28/2023","AQS","490494001","2","0.047","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/29/2023","AQS","490494001","2","0.056","ppm","54","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/30/2023","AQS","490494001","2","0.06","ppm","67","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"07/31/2023","AQS","490494001","2","0.053","ppm","49","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/01/2023","AQS","490494001","2","0.057","ppm","58","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/02/2023","AQS","490494001","2","0.05","ppm","46","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/03/2023","AQS","490494001","2","0.048","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/04/2023","AQS","490494001","2","0.057","ppm","58","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/05/2023","AQS","490494001","2","0.063","ppm","77","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/06/2023","AQS","490494001","2","0.061","ppm","71","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/07/2023","AQS","490494001","2","0.064","ppm","80","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/08/2023","AQS","490494001","2","0.06","ppm","67","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/09/2023","AQS","490494001","2","0.063","ppm","77","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/10/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/11/2023","AQS","490494001","2","0.043","ppm","40","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/12/2023","AQS","490494001","2","0.057","ppm","58","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/13/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/14/2023","AQS","490494001","2","0.059","ppm","64","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/15/2023","AQS","490494001","2","0.057","ppm","58","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/16/2023","AQS","490494001","2","0.062","ppm","74","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/17/2023","AQS","490494001","2","0.055","ppm","51","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/18/2023","AQS","490494001","2","0.052","ppm","48","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/19/2023","AQS","490494001","2","0.048","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/20/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/21/2023","AQS","490494001","2","0.038","ppm","35","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/22/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/23/2023","AQS","490494001","2","0.046","ppm","43","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/24/2023","AQS","490494001","2","0.045","ppm","42","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/25/2023","AQS","490494001","2","0.053","ppm","49","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/26/2023","AQS","490494001","2","0.051","ppm","47","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/27/2023","AQS","490494001","2","0.048","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/28/2023","AQS","490494001","2","0.057","ppm","58","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/29/2023","AQS","490494001","2","0.051","ppm","47","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/30/2023","AQS","490494001","2","0.068","ppm","93","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"08/31/2023","AQS","490494001","2","0.054","ppm","50","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/01/2023","AQS","490494001","2","0.041","ppm","38","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/02/2023","AQS","490494001","2","0.05","ppm","46","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/03/2023","AQS","490494001","2","0.041","ppm","38","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/04/2023","AQS","490494001","2","0.04","ppm","37","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/05/2023","AQS","490494001","2","0.045","ppm","42","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/06/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/07/2023","AQS","490494001","2","0.047","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/08/2023","AQS","490494001","2","0.045","ppm","42","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/09/2023","AQS","490494001","2","0.042","ppm","39","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/10/2023","AQS","490494001","2","0.042","ppm","39","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/11/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/12/2023","AQS","490494001","2","0.053","ppm","49","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/13/2023","AQS","490494001","2","0.047","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/14/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/15/2023","AQS","490494001","2","0.056","ppm","54","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/16/2023","AQS","490494001","2","0.054","ppm","50","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/17/2023","AQS","490494001","2","0.054","ppm","50","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/18/2023","AQS","490494001","2","0.048","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/19/2023","AQS","490494001","2","0.042","ppm","39","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/20/2023","AQS","490494001","2","0.045","ppm","42","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/21/2023","AQS","490494001","2","0.048","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/22/2023","AQS","490494001","2","0.043","ppm","40","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/23/2023","AQS","490494001","2","0.046","ppm","43","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/24/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/25/2023","AQS","490494001","2","0.051","ppm","47","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/26/2023","AQS","490494001","2","0.044","ppm","41","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/27/2023","AQS","490494001","2","0.047","ppm","44","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/28/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/29/2023","AQS","490494001","2","0.049","ppm","45","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"09/30/2023","AQS","490494001","2","0.04","ppm","37","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/01/2023","AQS","490494001","2","0.045","ppm","42","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/02/2023","AQS","490494001","2","0.039","ppm","36","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/03/2023","AQS","490494001","2","0.029","ppm","27","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/04/2023","AQS","490494001","2","0.033","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/05/2023","AQS","490494001","2","0.035","ppm","32","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/06/2023","AQS","490494001","2","0.039","ppm","36","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/07/2023","AQS","490494001","2","0.039","ppm","36","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/08/2023","AQS","490494001","2","0.043","ppm","40","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/09/2023","AQS","490494001","2","0.037","ppm","34","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/10/2023","AQS","490494001","2","0.042","ppm","39","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/11/2023","AQS","490494001","2","0.041","ppm","38","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/12/2023","AQS","490494001","2","0.025","ppm","23","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/13/2023","AQS","490494001","2","0.031","ppm","29","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/14/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/15/2023","AQS","490494001","2","0.038","ppm","35","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/16/2023","AQS","490494001","2","0.033","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/17/2023","AQS","490494001","2","0.037","ppm","34","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/18/2023","AQS","490494001","2","0.041","ppm","38","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/19/2023","AQS","490494001","2","0.036","ppm","33","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/20/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/21/2023","AQS","490494001","2","0.04","ppm","37","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/22/2023","AQS","490494001","2","0.039","ppm","36","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/23/2023","AQS","490494001","2","0.041","ppm","38","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/24/2023","AQS","490494001","2","0.038","ppm","35","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/25/2023","AQS","490494001","2","0.044","ppm","41","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/26/2023","AQS","490494001","2","0.042","ppm","39","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/27/2023","AQS","490494001","2","0.037","ppm","34","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/28/2023","AQS","490494001","2","0.038","ppm","35","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/29/2023","AQS","490494001","2","0.037","ppm","34","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/30/2023","AQS","490494001","2","0.035","ppm","32","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"10/31/2023","AQS","490494001","2","0.034","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/01/2023","AQS","490494001","2","0.029","ppm","27","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/02/2023","AQS","490494001","2","0.026","ppm","24","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/03/2023","AQS","490494001","2","0.033","ppm","31","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/04/2023","AQS","490494001","2","0.027","ppm","25","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/05/2023","AQS","490494001","2","0.037","ppm","34","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
"11/06/2023","AQS","490494001","2","0.039","ppm","36","Lindon","17","100.0000","44201","Ozone","087","39340","Provo-Orem, UT","49","Utah","049","Utah","40.341389","-111.713611"
